requested_n_ribs,effective_n_ribs,th_front,th_back,xf,zf,phi_ribs,th_ribs,winding_number,area_factor,normed_fx,normed_fz,reward,E_front,E_back
5,5,0.0024624568170368865,0.0030570700523729357,0.03849592860159845,0.0038745807535116583,[14.21629244 41.48039561 48.88783659 55.40419265 22.62747691],[0.00206456 0.0021753  0.00284078 0.00201789 0.00201384],0.25767247044912867,0.41570450064121645,0.3385008908949485,0.22110238440152666,-0.7907754775837669,0.034073849917329264,0.030369479250959747
5,5,0.0025507675531865276,0.003598205664489774,0.013364390923755076,0.041890692697989396,[-37.44824813   1.64617257  35.25842333 -18.82219463  58.08521288],[0.00211158 0.00217244 0.0022931  0.00219185 0.00260001],0.24033456111280105,0.1817409683503544,0.3319339664279953,0.3809966596524933,-0.37301283623865744,0.025542668369173138,0.07008835063549995
5,5,0.00254361386070164,0.0036529733621865172,0.03947181009448264,0.026829575668180228,[-15.16453455  22.93423403  30.44098693  40.37888825   6.64889835],[0.00207443 0.00299679 0.0025959  0.002173   0.00207508],0.2506495105337137,0.29417492877402635,0.3016238221911339,0.23791170596408723,-0.6085365555347868,0.032106002750338314,0.05268888172847096
5,5,0.0028184405106273036,0.00317327667172845,0.06805709467012222,0.004023731124793706,[43.63514684 24.3892275  41.81692316  7.82413597  0.79209074],[0.00206369 0.00271216 0.0028117  0.00213765 0.00235102],0.25443765363195053,0.2595752457898676,0.3048720383810094,0.03307852574845984,-0.7858064120543677,0.045358582007339825,0.0331416797480197
5,5,0.0025900645614246333,0.003943245891442041,0.025466288397414605,0.037005594943436915,[-25.12612346  30.18963504  14.60892834  -5.69185744  38.14271351],[0.00284724 0.00238355 0.00258312 0.00296059 0.0026823 ],0.2448754916501898,0.34572299726936884,0.43882605165323535,0.881214182334781,-0.14821035823801298,0.028363782250266263,0.07950492131582963
5,5,0.0029340643657938693,0.0037410767606225,0.11630850538154192,-0.016958312438180467,[15.89216353 21.68311231 27.92569521 30.65903335 22.94714799],[0.00224177 0.00204879 0.002869   0.00230501 0.00225186],0.2539328028143717,0.2560278315170958,0.40728090267293554,0.07672906870211645,-0.8405124683022867,0.050598630471735205,0.0505006571726082
5,5,0.0028003718515165013,0.003401253874509574,0.04058675849228388,0.053675696654370775,[-22.96527228  -4.9254844  -35.0720879   15.82873336  20.25787193],[0.0022025  0.00296839 0.00218326 0.00255524 0.00256304],0.23512936949088623,0.1416943469311096,0.3214225703556071,0.5138932240185489,-0.18435306275905405,0.03075628486340388,0.0707854804416638
5,5,0.0026736518851367577,0.003452048365713425,0.016024364859120177,0.053239287353000764,[ 26.43137953 -27.54182904  33.52483853  -1.58732606 -35.2259995 ],[0.00241737 0.00201934 0.00202291 0.00299109 0.00245783],0.23382928534494904,0.16649550080694492,0.3090515174923093,0.25342500083607644,-0.4559513028081268,0.02743583924228524,0.07623243885651163
5,5,0.0028003324114191388,0.0032319284213820354,0.036539576513331395,0.05825489048802934,[-15.92045742 -25.23017441  10.21357981  -3.33042469  15.83868073],[0.00207665 0.00241484 0.00251838 0.00297471 0.00229888],0.23662098399635137,0.11312825383950953,0.23543426403722378,0.2795900968991584,-0.30559340497392623,0.03281774307003807,0.055144744784479255
5,5,0.002007112712903217,0.003642643966891541,0.03752612306659797,-0.00114177668341231,[35.50664308 49.57961156 11.652652   20.89580598 27.17868688],[0.002073   0.00206697 0.00293147 0.00289785 0.00259456],0.25914759000411763,0.48893961521768414,0.4324166373747644,0.4360805180458436,-0.7444233245507226,0.019254465720370095,0.04729588701666712
