requested_n_ribs,effective_n_ribs,th_front,th_back,xf,zf,phi_ribs,th_ribs,winding_number,area_factor,normed_fx,normed_fz,reward,E_front,E_back
2,2,0.0022922017960802983,0.004756307296636755,0.07966410262953683,0.07387126296065749,[-22.01282826 -31.17664141],[0.00230715 0.00278177],0.2364594417793435,0.48720591721928214,0.5295121222777439,0.529789250858725,-0.7233882304176444,0.01712417843562331,0.12003773086278399
2,2,0.002741694559872054,0.004906056351125071,0.06755496297174668,0.09202241539319833,[-30.02965255 -40.71095251],[0.00208816 0.00292174],0.24626565233335057,0.43846486713608984,0.6144490666351163,0.24508367847572315,-1.0540959076288337,0.033630690182996685,0.10253619519155854
2,2,0.002125378431876318,0.004670614435050157,0.022491965775530476,0.03044620372756479,[-24.06726123  18.69344173],[0.00243666 0.00265758],0.25085010500554067,0.42744836647812057,0.4751173838246078,0.2002545861846924,-0.9531612691235766,0.018440640344501026,0.08840094717262337
2,2,0.0029865441094720354,0.004553614331320747,0.06678863033394622,0.04732498759418391,[-17.94155582   9.53402571],[0.00206758 0.00280983],0.24692230519225364,0.24273289384102886,0.48879793254536064,0.4462580044320582,-0.5321951271465849,0.04399870025078121,0.09320421533895434
2,2,0.002573242913724769,0.004861923796698028,0.14806994343402458,-0.06463583471696932,[25.6597047  31.98071228],[0.0027672  0.00251089],0.25441480634740354,0.28480865249133264,0.6290531058804784,0.30523736305682203,-0.8630392016623926,0.03413053615776656,0.09507099465330722
2,2,0.002252949431142645,0.004242932951446142,0.01872445499608988,0.024387558015664945,[45.31520951 35.71340667],[0.00214394 0.00295937],0.255024108843449,0.4703403597587067,0.414586708436299,0.1444974137110505,-0.9954537633274042,0.023889732270268103,0.06918411462325229
2,2,0.0029365781644633267,0.00301646516226282,1.6945334279903133,-0.11932258196291978,[4.63901965 4.29549806],[0.00251022 0.00288923],0.23485602351981769,0.11566309937979534,0.18088903412838708,0.21388228283260696,-0.3175258741953931,0.03786449506842866,0.03584834801751455
2,2,0.0028784183960031367,0.0030704647824849347,0.8436189683859993,-0.3054354117960243,[21.27815586 23.32396411],[0.00298743 0.00256584],0.24988793085023497,0.2090834169855625,0.2722400137191481,0.048576172974377906,-0.6826351885805677,0.04593965257994848,0.034735496115287104
2,2,0.0027683391101915255,0.004111709383398661,0.14842306867894106,0.049005581909958185,[-4.64805491 -9.13662362],[0.00238415 0.00203565],0.2401090895080833,0.20112594819665544,0.3328660954521309,0.4913013593861396,-0.28279977377073007,0.032917434292459635,0.08431824420709287
2,2,0.0022921225349208244,0.004660669579320264,0.5923154920392273,-0.07212556143095317,[13.13743693  9.59516933],[0.00270999 0.0020862 ],0.24880790718374196,0.25072183960048033,0.3948596925070531,0.0358627798556383,-0.8585266594356371,0.02205413882063341,0.09295681221195384
