requested_n_ribs,effective_n_ribs,th_front,th_back,xf,zf,phi_ribs,th_ribs,winding_number,area_factor,normed_fx,normed_fz,reward,E_front,E_back
7,7,0.0026203863872048413,0.004159414012802219,0.0243859311746758,0.018154505385317377,"[ 24.4685927   39.61571116  11.31582096 -10.88249119   4.03252344
  59.65975097  31.81205965]","[0.00222401 0.00238414 0.00250429 0.00229673 0.0021383  0.00258889
 0.00234292]",0.25713987711237546,0.33990047502126153,0.5404112370877011,0.16989710666834165,-0.9675544825529963,0.03665385608240022,0.06493189463115784
7,7,0.00248519745873621,0.0031699354070101244,0.02123972042247957,0.021947546181897648,"[-0.69852754 43.88607941 -7.54380237 37.87639262 24.71793539 58.75282275
  6.3162613 ]","[0.00219847 0.00229744 0.00267148 0.00217481 0.00201407 0.00279419
 0.00239641]",0.25564578508764507,0.34922366289833107,0.34068895585594794,0.0018902089916407628,-0.9436681948502834,0.03360753219690159,0.04329185361562464
7,7,0.0026457074553953488,0.004648620733439961,0.013939996472230431,0.03546417344893227,"[ 12.89109818  21.37093998  34.70869592 -26.01455636  53.33190822
  44.14145336  -4.02675509]","[0.00222454 0.00204065 0.00293477 0.00266647 0.00251803 0.00259811
 0.0026691 ]",0.24703138626375837,0.38204814118768327,0.5647343538772776,0.7802538986925013,-0.41355998263621785,0.029371668789685005,0.11236295164525406
7,7,0.0025807597726929866,0.003186672287972019,0.06816922917260515,0.006183243109213699,"[32.41403999  0.43028902 14.47877899 36.4204154  -2.64343244  3.66529889
 24.28261878]","[0.00235334 0.00245713 0.00298399 0.00271976 0.00293805 0.00222432
 0.00237557]",0.2545484243577075,0.2992393799149918,0.283700464079017,0.08601107338857047,-0.7514771949631459,0.03628738451904574,0.034173069395178855
7,7,0.0024955251295093617,0.0042724715231115705,0.18697058881020268,0.0195114646742518,"[14.23272583 -4.3364407   9.67826901  5.69614119  8.89803106 12.86997909
 12.01736393]","[0.00216109 0.00222168 0.0024283  0.00236801 0.00205609 0.00275066
 0.0028774 ]",0.2480859217866633,0.21032434837707129,0.33960308988719623,0.12522872255342105,-0.6727846374975097,0.027763982281476626,0.07882909391729923
7,7,0.002381355903815335,0.0033179493216099073,0.024330165185549202,0.029075853684705333,"[-24.81049227  52.74294603 -16.71015754  45.99965127  31.34088802
  24.73284379  37.20955896]","[0.00226223 0.00262874 0.002323   0.00223033 0.00227281 0.00277888
 0.00220421]",0.24980598405715854,0.34320326539048024,0.3238434792187924,0.6826475940291112,-0.23420513463731996,0.0282266672681461,0.05034824974091181
7,7,0.002548487488071955,0.0032381007694571003,0.03180576530153878,0.003004971549372293,"[25.61578505 29.85378675 58.23676907  1.30193943 10.31321616 51.11706865
 40.38852237]","[0.0026072  0.00236244 0.00256378 0.00243346 0.00204641 0.00289688
 0.00286108]",0.26129852304518714,0.6995516985533321,0.531398113987371,0.5155799193907049,-0.9766684161951853,0.03851634440667118,0.03424575076350227
7,7,0.002986387470719102,0.0034706158446677973,0.027329340175280215,0.02885128240925794,"[ 28.25145191  36.30886459  -9.05950736   5.95845676  54.50818945
 -23.59824324  45.97073477]","[0.00249358 0.00275608 0.0024326  0.00293607 0.00299552 0.00200077
 0.00270068]",0.24800986386420867,0.2525795403173387,0.3612202164490684,0.5560573513003993,-0.3057522693302165,0.04845569114112529,0.057727772878137455
7,7,0.0022204644680704345,0.004347887905701388,0.0243859311746758,0.018154505385317377,"[24.4685927   1.86467138 11.31582096 51.9266027  -5.84716537 59.65975097
 31.81205965]","[0.00222401 0.00215318 0.00252074 0.00285871 0.00231688 0.00262095
 0.00234292]",0.2570766596108009,0.5946559293100508,0.5241497170173076,0.15712257458484186,-1.2187597313533176,0.023114010748157263,0.07527395353057335
7,7,0.0020594401587431203,0.004276750869015368,0.03650173656466915,0.043453088413105245,"[ -3.25288852   6.56498059   1.94441099  29.98074569  15.41789736
 -25.2275438   21.41649538]","[0.00240118 0.00270416 0.00250625 0.00275901 0.00234511 0.00263152
 0.00239824]",0.24579421267666549,0.4841455517489678,0.4267067543180363,0.6390066973764714,-0.5176398213671982,0.014865247847981615,0.08503323568245935
